,model_name,model_year,kms_driven,owner,location,mileage,power,price,cc,brand
1150,Bajaj Avenger Street 150,2015,16500,first owner,chennai,50.0,14.30 bhp,48900,150.0,Bajaj
1151,Hero Passion Pro 100cc,2011,27003,first owner,mumbai,5.0,8.2 Bhp,19900,100.0,Hero
1152,Hero Karizma R 223cc,2009,17299,first owner,delhi,40.0,17 bhp,16979,223.0,Hero
1153,Hero Splendor Plus 100cc,2010,42000,second owner,tekanpur,81.0,8.20 bhp,18000,100.0,Hero
1154,Suzuki GS 150 R 150cc,2012,99000,first owner,tiruverkadu,56.0,13.8 bhp,20000,150.0,Suzuki
1155,Bajaj Discover 125ST,2013,25000,first owner,ahmedabad,65.0,12.5 ps,22000,125.0,Bajaj
1156,Hero HF Deluxe Kick Alloy 100cc,2018,24611,first owner,gurgaon,55.0,6.15kW (8.36 Ps),30000,100.0,Hero
1157,Bajaj Discover 125cc,2011,72000,first owner,ahmedabad,65.0,12.5 ps,18800,125.0,Bajaj
1158,Suzuki GS 150 R 150cc,2011,80500,first owner,noida,56.0,13.8 bhp,18000,150.0,Suzuki
1159,Bajaj V15 150cc,2016,15440,first owner,chennai,57.0,11.80 bhp,34000,150.0,Bajaj
1160,Bajaj Discover 125cc,2013,20000,second owner,palwal,65.0,12.5 ps,17000,125.0,Bajaj
1161,Bajaj Pulsar AS150,2017,3629,first owner,mumbai,53.0,16.80 bhp,45000,150.0,Bajaj
1162,Bajaj Pulsar 220F,2014,28989,first owner,chennai,38.0,21 bhp,40300,220.0,Bajaj
1163,Yamaha YZF-R15 150cc,2009,27000,first owner,delhi,42.0,16 bhp,30000,150.0,Yamaha
1164,Bajaj Avenger 220cc,2014,60000,first owner,kanchipuram,40.0,19 bhp,35000,220.0,Bajaj
1165,Hero Xtreme Sports 150cc,2017,26008,first owner,delhi,55.0,15.60 bhp,48500,150.0,Hero
1166,Bajaj Avenger 220cc,2012,10000,third owner,delhi,40.0,19 bhp,29500,220.0,Bajaj
1167,Bajaj Pulsar 180cc,2010,50000,third owner,ahmedabad,65.0,15 bhp,18000,180.0,Bajaj
1168,Hero Splendor NXG 100cc,2011,86000,first owner,delhi,65.0,7 bhp,16000,100.0,Hero
1169,Hero Splendor iSmart 110cc,2017,18200,first owner,delhi,55.0,9.30 bhp,37500,110.0,Hero
1170,Honda CBR 150R 150cc,2013,28661,third owner,hyderabad,38.0,18.28 bhp,49500,150.0,Honda
1171,Bajaj V15 150cc,2017,17000,first owner,kanchipuram,57.0,11.80 bhp,45000,150.0,Bajaj
1172,Bajaj V12 125cc,2017,30074,first owner,delhi,57.0,12bhp,36000,125.0,Bajaj
1173,Bajaj Avenger Street 220,2015,27792,first owner,mumbai,53.0,19 bhp,48000,220.0,Bajaj
1174,Bajaj Avenger Street 150,2016,23156,first owner,ghaziabad,50.0,14.30 bhp,40000,150.0,Bajaj
1175,Bajaj Discover 135cc,2009,68000,first owner,ahmedabad,65.0,9.64 kw,18500,135.0,Bajaj
1176,Bajaj Pulsar AS150,2016,22840,first owner,delhi,53.0,16.80 bhp,38000,150.0,Bajaj
1177,Bajaj Pulsar 180cc,2014,34623,second owner,bangalore,45.0,17 bhp,20000,180.0,Bajaj
1178,Honda CB Trigger 150cc,2014,74073,first owner,gurgaon,60.0,14 bhp,32500,150.0,Honda
1179,Hero Karizma ZMR 223cc,2012,32050,first owner,delhi,48.0,20 bhp,35500,223.0,Hero
1180,Hero CBZ Xtreme 150cc,2011,46700,first owner,bangalore,65.0,14.4PS,30000,150.0,Hero
1181,Yamaha SZ-RR 150cc,2016,30000,second owner,faridabad,55.0,12 bhp,35000,150.0,Yamaha
1182,Hero Passion Pro 100cc,2010,33000,first owner,chennai,5.0,8.2 Bhp,17000,100.0,Hero
1183,Yamaha YZF-R15 150cc,2011,57000,third owner,jhajjar,42.0,16 bhp,33000,150.0,Yamaha
1184,Bajaj V15 150cc,2017,11000,first owner,rupnagar,57.0,11.80 bhp,35000,150.0,Bajaj
1185,Hero CBZ Xtreme 150cc,2011,95000,first owner,kadi,65.0,14.4PS,16500,150.0,Hero
1186,Bajaj V15 150cc,2016,15327,first owner,delhi,57.0,11.80 bhp,42000,150.0,Bajaj
1187,Yamaha YZF-R15 150cc,2009,29570,third owner,bangalore,42.0,16 bhp,39000,150.0,Yamaha
1188,Bajaj V15 150cc,2016,29857,first owner,tumkur,57.0,11.80 bhp,37000,150.0,Bajaj
1189,Bajaj Pulsar 220cc,2011,50649,second owner,delhi,38.0,21 bhp,26000,220.0,Bajaj
1190,Bajaj Boxer CT100,2004,50000,first owner,bolpur,72.0,12.0 PS,18000,100.0,Bajaj
1191,Bajaj Discover 125ST,2012,20000,first owner,bharatpur,65.0,12.5 ps,18500,125.0,Bajaj
1192,Hero Passion Xpro 110cc,2015,28329,first owner,hoshiarpur,55.0,6.72 KW (9.1 Ps),32000,110.0,Hero
1193,Bajaj Pulsar 135LS,2011,58966,first owner,delhi,64.0,13 bhp,15311,135.0,Bajaj
1194,Hero Karizma ZMR 223cc,2014,24340,first owner,pune,48.0,20 bhp,41000,223.0,Hero
1195,Bajaj V15 150cc,2016,14500,first owner,thiruvananthapuram,57.0,11.80 bhp,40000,150.0,Bajaj
1196,Hero Splendor Plus 100cc,2008,26000,first owner,mandi dabwali,81.0,8.20 bhp,23500,100.0,Hero
1197,Hero Super Splendor 125cc,2006,40320,first owner,jaipur,75.0,9 bhp,15244,125.0,Hero
1198,Yamaha YZF-R15 150cc,2011,47913,third owner,delhi,42.0,16 bhp,43000,150.0,Yamaha
1199,Hero Passion PRO  100 cc,2013,9000,first owner,visakhapatnam,50.0,6.15 kW (8.36 Ps),30000,100.0,Hero
1200,Yamaha FZs 150cc,2014,12000,first owner,ghaziabad,45.0,13 bhp,42000,150.0,Yamaha
1201,Hero Ignitor 125cc,2014,24800,first owner,howrah,55.0,11 bhp,28700,125.0,Hero
1202,Hero Glamour 125cc,2012,43000,first owner,kurukshetra,55.0,8.90 bhp,21000,125.0,Hero
1203,Hero Karizma R 223cc,2008,42452,second owner,thane,40.0,17 bhp,16000,223.0,Hero
1204,Bajaj Pulsar 135LS,2010,42000,first owner,thane,64.0,13 bhp,16000,135.0,Bajaj
1205,Bajaj Pulsar AS150,2015,12000,first owner,delhi,53.0,16.80 bhp,40000,150.0,Bajaj
1206,Hero Splendor NXG 100cc,2011,13010,first owner,faridabad,65.0,7 bhp,17000,100.0,Hero
1207,TVS Sport 100cc,2010,32031,first owner,cuttack,95.0,7.40 bhp,17000,100.0,TVS
1208,Hero Xtreme 150cc,2013,17000,first owner,delhi,50.0,14.20 bhp,25300,150.0,Hero
1209,Bajaj Avenger 220cc,2016,16000,first owner,faridabad,40.0,19 bhp,47000,220.0,Bajaj
1210,Hero Splendor 100cc,2008,35243,first owner,jaipur,52.5,6.15kW (8.36 Ps),22000,100.0,Hero
1211,TVS Sport 100cc,2015,16592,first owner,faridabad,95.0,7.40 bhp,22000,100.0,TVS
1212,Hero Splendor Plus 100cc,2014,11381,first owner,faridabad,81.0,8.20 bhp,22000,100.0,Hero
1213,Hero Ignitor 125cc,2015,25000,second owner,jhansi,55.0,11 bhp,23000,125.0,Hero
1214,Hero Passion Pro 100cc,2012,15000,first owner,chennai,5.0,8.2 Bhp,27000,100.0,Hero
1215,Hero Passion Pro 100cc,2011,18590,first owner,ludhiana,5.0,8.2 Bhp,22000,100.0,Hero
1216,Hero Splendor 100cc,1996,38000,first owner,chennai,45.0,7.44bhp,23000,100.0,Hero
1217,Hero Splendor 100cc,2002,55000,first owner,hyderabad,45.0,7.44bhp,20000,100.0,Hero
1218,Bajaj Discover 110cc,2012,5451,first owner,chennai,72.0,8.51 PS,26000,110.0,Bajaj
1219,Bajaj Discover 110cc,2015,17203,first owner,chennai,72.0,8.51 PS,30000,110.0,Bajaj
1220,Hero Passion Xpro 110cc,2015,23000,first owner,delhi,55.0,6.72 KW (9.1 Ps),35000,110.0,Hero
1221,Bajaj Pulsar 135LS,2010,10495,first owner,ludhiana,64.0,13 bhp,20000,135.0,Bajaj
1222,Mahindra Centuro 110cc,2013,20000,first owner,delhi,60.0,8.5 Bhp,22500,110.0,Mahindra
1223,Yamaha FZs 150cc,2013,40826,first owner,delhi,45.0,13 bhp,38000,150.0,Yamaha
1224,Hero Passion Pro 100cc,2012,37501,first owner,chennai,5.0,8.2 Bhp,20000,100.0,Hero
1225,Hero Passion Pro 100cc,2014,13654,first owner,chennai,5.0,8.2 Bhp,24000,100.0,Hero
1226,Hero Glamour 125cc,2010,39778,first owner,chennai,55.0,8.90 bhp,18000,125.0,Hero
1227,Hero Passion 100cc ,2005,53907,first owner,delhi,55.0,7.5 Bhp,18000,100.0,Hero
1228,Hero Passion 100cc ,2002,51000,first owner,delhi,55.0,7.5 Bhp,16000,100.0,Hero
1229,Hero CD Deluxe 100cc,2010,81000,first owner,delhi,65.0,7.70 bhp,25000,100.0,Hero
1230,Mahindra Centuro 110cc,2015,8000,first owner,jaipur,60.0,8.5 Bhp,38500,110.0,Mahindra
1231,Hero Passion Plus 100cc,2012,24434,first owner,chennai,55.0,7.5 Bhp,28000,100.0,Hero
1232,TVS MAX 4R 110cc,2014,13673,first owner,chennai,70.0,9.7 PS,18000,110.0,TVS
1233,Bajaj V15 150cc,2017,7000,first owner,jabalpur,57.0,11.80 bhp,45000,150.0,Bajaj
1234,Bajaj Pulsar 180cc,2015,29000,first owner,mumbai,45.0,17 bhp,42000,180.0,Bajaj
1235,Hero Karizma ZMR 223cc,2013,23695,first owner,wardha,48.0,20 bhp,45000,223.0,Hero
1236,Bajaj Pulsar 220cc,2014,41736,first owner,rajkot,38.0,21 bhp,38000,220.0,Bajaj
1237,Hero Passion Pro 100cc,2017,29000,first owner,delhi,5.0,8.2 Bhp,37000,100.0,Hero
1238,Bajaj Discover 125ST,2012,50000,first owner,kolkata,65.0,12.5 ps,33000,125.0,Bajaj
1239,Bajaj Pulsar 220cc,2013,12500,first owner,delhi,38.0,21 bhp,35400,220.0,Bajaj
1240,Bajaj Pulsar 135LS,2014,56780,first owner,mandi dabwali,64.0,13 bhp,22000,135.0,Bajaj
1241,Bajaj V15 150cc,2016,10682,first owner,bangalore,57.0,11.80 bhp,38000,150.0,Bajaj
1242,Hero Splendor Pro 100cc,2015,30000,first owner,jaipur,81.0,8.20 bhp,40000,100.0,Hero
1243,Hero Splendor 100cc,1997,40000,first owner,vadodara,45.0,7.44bhp,23000,100.0,Hero
1244,Hero Splendor iSmart 100cc,2014,20097,first owner,chennai,55.0,8.20 bhp,22000,100.0,Hero
1245,TVS Star City 110cc,2011,20238,first owner,chennai,85.0,8.2 bhp,16000,110.0,TVS
1246,Hero Passion Pro 100cc,2014,9000,first owner,delhi,5.0,8.2 Bhp,37830,100.0,Hero
1247,Bajaj Discover 135cc,2008,89748,first owner,delhi,65.0,9.64 kw,19784,135.0,Bajaj
1248,Bajaj V15 150cc,2016,22540,first owner,delhi,57.0,11.80 bhp,38700,150.0,Bajaj
1249,Bajaj V15 150cc,2016,23000,first owner,hyderabad,57.0,11.80 bhp,45000,150.0,Bajaj
1250,Bajaj Pulsar 135LS,2010,27000,first owner,gurgaon,64.0,13 bhp,24000,135.0,Bajaj
1251,Hero Splendor Plus 100cc,2011,20003,first owner,sirsa,81.0,8.20 bhp,20000,100.0,Hero
1252,Bajaj V15 150cc,2017,2525,first owner,delhi,57.0,11.80 bhp,44000,150.0,Bajaj
1253,Hero Splendor 100cc,1997,46000,first owner,rajkot,45.0,7.44bhp,23000,100.0,Hero
1254,Bajaj Avenger 220cc,2013,7300,first owner,delhi,40.0,19 bhp,47530,220.0,Bajaj
1255,Yamaha FZs 150cc,2013,31085,second owner,gurgaon,45.0,13 bhp,23000,150.0,Yamaha
1256,Hero Splendor Plus 100cc,2006,38253,first owner,ahmedabad,81.0,8.20 bhp,22050,100.0,Hero
1257,Hero Super Splendor 125cc,2012,16450,first owner,faridabad,75.0,9 bhp,21000,125.0,Hero
1258,Hero Splendor iSmart 110cc,2016,16278,first owner,faridabad,55.0,9.30 bhp,31000,110.0,Hero
1259,TVS Sport 100cc,2018,15820,first owner,faridabad,95.0,7.40 bhp,32000,100.0,TVS
1260,Yamaha YZF-R15 150cc,2014,21580,first owner,faridabad,42.0,16 bhp,45000,150.0,Yamaha
1261,Bajaj Discover 125cc,2014,10887,first owner,faridabad,65.0,12.5 ps,19000,125.0,Bajaj
1262,Yamaha YZF-R15 150cc,2010,105000,first owner,pune,42.0,16 bhp,42100,150.0,Yamaha
1263,Honda CB Trigger 150cc,2014,28900,first owner,pune,60.0,14 bhp,46506,150.0,Honda
1264,Bajaj Avenger Street 150,2016,21745,first owner,gurgaon,50.0,14.30 bhp,46000,150.0,Bajaj
1265,Hero Splendor Pro 100cc,2011,18470,first owner,faridabad,81.0,8.20 bhp,21000,100.0,Hero
1266,Bajaj Discover 135cc,2011,28241,first owner,jaipur,65.0,9.64 kw,25000,135.0,Bajaj
1267,Hero Splendor Plus 100cc,2018,18000,first owner,delhi,81.0,8.20 bhp,45000,100.0,Hero
1268,Hero Splendor Plus 100cc,2013,50000,first owner,jaipur,81.0,8.20 bhp,25000,100.0,Hero
1269,Bajaj Pulsar 180cc,2014,22047,first owner,ghaziabad,45.0,17 bhp,28000,180.0,Bajaj
1270,Bajaj Pulsar 180cc,2012,38000,first owner,jaipur,45.0,17 bhp,32000,180.0,Bajaj
1271,Hero CD Deluxe 100cc,2012,41887,first owner,jaipur,65.0,7.70 bhp,34000,100.0,Hero
1272,Hero Passion PRO  100 cc,2013,23690,first owner,chennai,50.0,6.15 kW (8.36 Ps),28000,100.0,Hero
1273,TVS Star City 110cc,2012,3712,first owner,chennai,85.0,8.2 bhp,20000,110.0,TVS
1274,Bajaj Discover 110cc,2010,30000,first owner,chennai,72.0,8.51 PS,20000,110.0,Bajaj
1275,Hero Splendor Plus 100cc,2008,58000,first owner,madurai,81.0,8.20 bhp,16000,100.0,Hero
1276,Mahindra Centuro 110cc,2014,23000,first owner,ludhiana,60.0,8.5 Bhp,29000,110.0,Mahindra
1277,Bajaj CT 100 100cc,2018,5661,first owner,bangalore,89.0,8.10 bhp,45131,100.0,Bajaj
1278,Bajaj Pulsar 180cc,2016,18020,first owner,jaipur,65.0,17 bhp,48000,180.0,Bajaj
1279,Hero Passion Pro i3S Alloy 100cc,2018,8000,first owner,delhi,84.0,8.20 bhp,48000,100.0,Hero
1280,Hero Passion Plus 100cc,2011,67000,first owner,chennai,55.0,7.5 Bhp,17000,100.0,Hero
1281,Yamaha FZs 150cc,2013,68550,first owner,chennai,45.0,13 bhp,32000,150.0,Yamaha
1282,Hero Super Splendor 125cc,2018,8049,first owner,faridabad,75.0,9 bhp,43000,125.0,Hero
1283,Bajaj Pulsar 220cc,2013,25364,first owner,chennai,38.0,21 bhp,37000,220.0,Bajaj
1284,Hero Passion PRO  100 cc,2004,45000,first owner,cuttack,50.0,6.15 kW (8.36 Ps),26000,100.0,Hero
1285,Mahindra Centuro 110cc,2015,24000,first owner,vadodara,60.0,8.5 Bhp,29500,110.0,Mahindra
1286,Mahindra Centuro 110cc,2015,11572,first owner,jaipur,60.0,8.5 Bhp,39800,110.0,Mahindra
1287,Hero Hunk 150cc,2009,20212,first owner,ferozepur,53.0,14 bhp,16000,150.0,Hero
1288,Bajaj Pulsar 220F,2015,54990,first owner,gurgaon,38.0,21 bhp,48000,220.0,Bajaj
1289,Hero Passion Pro 100cc,2005,27000,first owner,delhi,5.0,8.2 Bhp,16000,100.0,Hero
1290,Bajaj Pulsar 220cc,2013,2600,first owner,ahmedabad,38.0,21 bhp,42000,220.0,Bajaj
1291,Bajaj Discover 125cc,2016,14000,first owner,bhopal,65.0,12.5 ps,34000,125.0,Bajaj
1292,Bajaj Avenger 220cc,2012,32342,first owner,chennai,40.0,19 bhp,35000,220.0,Bajaj
1293,Bajaj Avenger 220cc,2013,35000,first owner,deesa,40.0,19 bhp,45000,220.0,Bajaj
1294,Bajaj Pulsar 135LS,2012,17000,first owner,ahmedabad,64.0,13 bhp,22000,135.0,Bajaj
1295,Bajaj CT 100 100cc,2017,31968,first owner,gurgaon,89.0,8.10 bhp,22500,100.0,Bajaj
1296,Hero Splendor 100cc,1997,20000,first owner,rajkot,45.0,7.44bhp,21101,100.0,Hero
1297,Hero Passion Plus 100cc,2011,78394,first owner,chennai,55.0,7.5 Bhp,20000,100.0,Hero
1298,TVS Star City Plus 110cc,2015,25999,first owner,delhi,85.0,8.2 bhp,28000,110.0,TVS
1299,Hero Passion Pro 100cc,2011,32000,first owner,chennai,5.0,8.2 Bhp,23000,100.0,Hero
1300,Bajaj Avenger 200cc,2010,34733,first owner,chennai,53.0,19 bhp,34000,200.0,Bajaj
1301,Yamaha FZs 150cc,2014,14326,first owner,chennai,45.0,13 bhp,48000,150.0,Yamaha
1302,Hero Passion Pro 100cc,2017,3000,first owner,tiruvallur,5.0,8.2 Bhp,38708,100.0,Hero
1303,Bajaj Discover 125cc,2011,27962,first owner,karnal,65.0,12.5 ps,16500,125.0,Bajaj
1304,Bajaj V15 150cc,2016,12315,first owner,faridabad,57.0,11.80 bhp,32000,150.0,Bajaj
1305,Hero Splendor Pro 100cc,2011,30000,first owner,faridabad,81.0,8.20 bhp,21000,100.0,Hero
1306,Bajaj Discover 125ST,2012,35000,first owner,gurgaon,65.0,12.5 ps,20000,125.0,Bajaj
1307,Bajaj Avenger 220cc,2013,8903,first owner,chennai,40.0,19 bhp,45000,220.0,Bajaj
1308,Yamaha FZs 150cc,2010,9614,first owner,delhi,45.0,13 bhp,24000,150.0,Yamaha
1309,Hero CBZ Xtreme 150cc,2011,9500,first owner,delhi,65.0,14.4PS,21000,150.0,Hero
1310,Hero Passion Pro 100cc,2017,22000,first owner,delhi,5.0,8.2 Bhp,39000,100.0,Hero
1311,Bajaj V12 125cc,2017,15621,first owner,delhi,57.0,12bhp,35000,125.0,Bajaj
1312,Bajaj Discover 125cc,2012,16206,first owner,faridabad,65.0,12.5 ps,19000,125.0,Bajaj
1313,Hero CBZ 150cc,2009,21500,first owner,delhi,65.0,12.8ps,17500,150.0,Hero
1314,Hero CD Deluxe 100cc,2016,18000,first owner,delhi,65.0,7.70 bhp,33000,100.0,Hero
1315,TVS Star City Plus 110cc,2018,1363,first owner,chitradurga,85.0,8.2 bhp,45000,110.0,TVS
1316,Hero CD Deluxe 100cc,2017,28000,first owner,delhi,65.0,7.70 bhp,33680,100.0,Hero
1317,TVS Sport 100cc,2018,8048,first owner,delhi,95.0,7.40 bhp,34000,100.0,TVS
1318,Hero Splendor Plus 100cc,2011,47000,first owner,delhi,81.0,8.20 bhp,23000,100.0,Hero
1319,Suzuki Gixxer 150cc,2016,18000,second owner,delhi,63.0,14 bhp,45000,150.0,Suzuki
1320,Bajaj Pulsar 220cc,2014,25000,first owner,rohtak,38.0,21 bhp,40000,220.0,Bajaj
1321,Hero Passion Pro 100cc,2014,18168,first owner,chennai,5.0,8.2 Bhp,30000,100.0,Hero
1322,Bajaj Avenger 220cc,2010,20245,second owner,delhi,40.0,19 bhp,39500,220.0,Bajaj
1323,Bajaj V15 150cc,2016,1000,first owner,jaipur,57.0,11.80 bhp,45000,150.0,Bajaj
1324,Hero CBZ Xtreme 150 cc,2012,18000,first owner,delhi,50.0,11.64 KW (15.6 BHP),20000,150.0,Hero
1325,Hero Passion Plus 100cc,2012,28000,first owner,chennai,55.0,7.5 Bhp,26000,100.0,Hero
1326,Hero Passion 100cc ,2005,26512,second owner,chennai,55.0,7.5 Bhp,16000,100.0,Hero
1327,Hero Passion Pro 100cc,2012,12000,first owner,ludhiana,5.0,8.2 Bhp,28000,100.0,Hero
1328,Suzuki Hayate 110cc,2016,16257,first owner,vadodara,69.0,8.3 bhp,31000,110.0,Suzuki
1329,Hero Ignitor 125cc,2015,18779,first owner,vadodara,55.0,11 bhp,32000,125.0,Hero
1330,Hero CD Deluxe 100cc,2011,30000,first owner,ahmedabad,65.0,7.70 bhp,24500,100.0,Hero
1331,Hero Karizma 223cc,2005,57000,first owner,surat,40.0,17 bhp,18000,223.0,Hero
1332,Hero Splendor Pro 100cc,2011,53000,first owner,jaipur,81.0,8.20 bhp,29300,100.0,Hero
1333,Hero Ignitor 125cc,2016,32145,first owner,gurgaon,55.0,11 bhp,26000,125.0,Hero
1334,Hero Passion Pro 100cc,2010,253621,first owner,chennai,5.0,8.2 Bhp,18000,100.0,Hero
1335,Hero CBZ Xtreme 150cc,2013,113000,first owner,pune,65.0,14.4PS,33000,150.0,Hero
1336,Honda Dream Yuga 110cc,2015,20000,first owner,ludhiana,84.0,8 bhp,26500,110.0,Honda
1337,Hero Splendor Plus 100cc,2009,42000,first owner,ludhiana,81.0,8.20 bhp,18000,100.0,Hero
1338,Bajaj Discover 125cc,2009,26154,first owner,chennai,65.0,12.5 ps,16500,125.0,Bajaj
1339,Bajaj Discover 110cc,2015,15625,first owner,chennai,72.0,8.51 PS,30000,110.0,Bajaj
1340,Hero Passion Plus 100cc,2009,2009,fourth owner or more,anantnag,55.0,7.5 Bhp,23000,100.0,Hero
1341,TVS Star City 110cc,2012,92466,first owner,chennai,85.0,8.2 bhp,18000,110.0,TVS
1342,Hero Passion Pro 100cc,2014,45000,first owner,chennai,5.0,8.2 Bhp,32000,100.0,Hero
1343,Hero Passion Plus 100cc,2005,20102,first owner,delhi,55.0,7.5 Bhp,17000,100.0,Hero
1344,Hero CD Deluxe 100cc,2004,18446,first owner,pune,65.0,7.70 bhp,20000,100.0,Hero
1345,TVS Star City 110cc,2009,19081,first owner,chennai,85.0,8.2 bhp,16000,110.0,TVS
1346,Bajaj Discover 125ST,2013,40000,first owner,chennai,65.0,12.5 ps,22000,125.0,Bajaj
1347,Bajaj V15 150cc,2016,5000,first owner,ludhiana,57.0,11.80 bhp,39000,150.0,Bajaj
1348,Hero Splendor 100cc,2004,4999,first owner,chennai,52.5,6.15kW (8.36 Ps),17000,100.0,Hero
1349,Hero Splendor 100cc,2001,32000,first owner,bharuch,45.0,7.44bhp,18500,100.0,Hero
1350,Hero Karizma ZMR 223cc,2011,66780,first owner,alipore,48.0,20 bhp,39899,223.0,Hero
1351,Bajaj V15 150cc,2016,7524,first owner,bangalore,57.0,11.80 bhp,49000,150.0,Bajaj
