,model_name,model_year,kms_driven,owner,location,mileage,power,price,cc,brand
505,Hero CD Deluxe 100cc,2015,20000,first owner,jaipur,65.0,7.70 bhp,25000,100.0,Hero
506,Bajaj Avenger Street 150,2016,19500,first owner,gurgaon,50.0,14.30 bhp,47000,150.0,Bajaj
507,Hero HF Deluxe Self 100cc,2016,25760,first owner,delhi,55.0,6.15kW (8.36 Ps),35000,100.0,Hero
508,Hero Splendor Pro 100cc,2012,25000,second owner,tirunelveli,81.0,8.20 bhp,29000,100.0,Hero
509,Bajaj V12 125cc,2017,18000,first owner,gurgaon,57.0,12bhp,31000,125.0,Bajaj
510,Bajaj V12 125cc,2016,48628,first owner,chandigarh,57.0,10.60 bhp,25600,125.0,Bajaj
511,Suzuki Gixxer SF 150cc,2015,21866,first owner,navi mumbai,40.0,14.60 bhp,48400,150.0,Suzuki
512,Hero Ignitor Disc 125cc,2013,100000,first owner,gurgaon,55.0,11 bhp,20000,125.0,Hero
513,Bajaj CT 100 100cc,2018,18846,first owner,bangalore,89.0,8.10 bhp,44000,100.0,Bajaj
514,Hero Passion Plus 100cc,2006,99000,first owner,nalgonda,55.0,7.5 Bhp,16500,100.0,Hero
515,Bajaj Avenger Street 150,2016,45000,first owner,raipur,50.0,14.30 bhp,49500,150.0,Bajaj
516,Suzuki Slingshot Plus 125cc,2012,38000,first owner,delhi,59.0,8.50 bhp,22000,125.0,Suzuki
517,Yamaha FZs 150cc,2016,32000,first owner,delhi,45.0,13 bhp,47000,150.0,Yamaha
518,Hero Karizma R 223cc,2011,32514,first owner,pune,40.0,17 bhp,47000,223.0,Hero
519,Bajaj V15 150cc,2016,13320,first owner,nashik,57.0,11.80 bhp,47000,150.0,Bajaj
520,Bajaj CT 100 ES Alloy,2018,29065,first owner,gurgaon,67.0,8.10 bhp,27000,100.0,Bajaj
521,Hero Passion Xpro 110cc,2015,145000,first owner,delhi,55.0,6.72 KW (9.1 Ps),28200,110.0,Hero
522,Bajaj V15 150cc,2015,18000,first owner,vadodara,57.0,11.80 bhp,35216,150.0,Bajaj
523,Hero CBZ Xtreme 150cc,2015,25000,first owner,vadodara,65.0,14.4PS,29760,150.0,Hero
524,Hero Splendor Plus Kick Alloy 100cc,2014,50000,second owner,baghpat,81.0,8.20 bhp,25000,100.0,Hero
525,Yamaha YZF-R15 150cc,2011,27000,first owner,mumbai,42.0,16 bhp,42400,150.0,Yamaha
526,Hero Glamour 125cc,2013,48000,first owner,bangalore,55.0,8.90 bhp,30000,125.0,Hero
527,Hero Passion Xpro 110cc,2014,27000,first owner,delhi,55.0,6.72 KW (9.1 Ps),37000,110.0,Hero
528,Bajaj Pulsar 135LS,2011,56735,first owner,vadodara,64.0,13 bhp,18000,135.0,Bajaj
529,Bajaj CT 100 ES Alloy,2019,15452,first owner,gurgaon,67.0,8.10 bhp,30000,100.0,Bajaj
530,TVS Apache 150cc,2015,2500,first owner,ludhiana,54.0,13.7 Bhp,48750,150.0,TVS
531,Bajaj Pulsar 180cc,2010,39907,first owner,pune,65.0,15 bhp,28500,180.0,Bajaj
532,Bajaj V15 150cc,2018,15000,second owner,kakinada,57.0,11.80 bhp,45000,150.0,Bajaj
533,KTM Duke 200cc,2013,23000,third owner,mumbai,35.0,25 bhp,40000,200.0,KTM
534,Hero Ignitor 125cc,2014,60000,first owner,nashik,55.0,11 bhp,28000,125.0,Hero
535,Bajaj Pulsar 135LS,2013,110000,first owner,pune,64.0,13 bhp,28999,135.0,Bajaj
536,TVS Sport 100cc,2016,42000,first owner,faridabad,95.0,7.40 bhp,25000,100.0,TVS
537,Hero Passion Pro 100cc,2013,22000,first owner,vadodara,5.0,8.2 Bhp,34720,100.0,Hero
538,Bajaj V15 150cc,2017,18000,second owner,delhi,57.0,11.80 bhp,42000,150.0,Bajaj
539,Hero Splendor Plus 100cc,2013,24460,first owner,pune,81.0,8.20 bhp,40000,100.0,Hero
540,Bajaj V15 150cc,2016,6725,second owner,delhi,57.0,11.80 bhp,26000,150.0,Bajaj
541,Bajaj V15 150cc,2017,22000,first owner,ghaziabad,57.0,11.80 bhp,38500,150.0,Bajaj
542,Hero CBZ Xtreme 150cc,2011,45000,second owner,surat,65.0,14.4PS,20000,150.0,Hero
543,Bajaj V15 150cc,2016,26500,second owner,delhi,57.0,11.80 bhp,33500,150.0,Bajaj
544,Bajaj V15 150cc,2016,30000,first owner,meerut,57.0,11.80 bhp,31300,150.0,Bajaj
545,Hero Passion Pro 100cc,2012,26000,first owner,delhi,5.0,8.2 Bhp,28000,100.0,Hero
546,Bajaj Pulsar 220cc,2012,25463,second owner,delhi,38.0,21 bhp,38000,220.0,Bajaj
547,Bajaj V15 150cc,2018,17000,first owner,lucknow,57.0,11.80 bhp,45000,150.0,Bajaj
548,Bajaj V15 150cc,2017,10000,first owner,jalandhar,57.0,11.80 bhp,39000,150.0,Bajaj
549,Bajaj Pulsar 180cc,2015,73000,second owner,chandigarh,45.0,17 bhp,45000,180.0,Bajaj
550,Bajaj Avenger 220cc,2015,24000,first owner,bangalore,40.0,19 bhp,45000,220.0,Bajaj
551,Hero CBZ 150cc,2007,20000,first owner,ludhiana,65.0,12.8ps,16000,150.0,Hero
552,Bajaj Pulsar 135LS,2016,59000,first owner,hyderabad,64.0,13 bhp,30000,135.0,Bajaj
553,Hero Passion Pro i3S Alloy 100cc IBS,2019,16100,first owner,noida,84.0,8.20 bhp,44400,100.0,Hero
554,Bajaj Pulsar 135LS,2009,26333,second owner,jaipur,64.0,13 bhp,24000,135.0,Bajaj
555,Hero Karizma ZMR 223cc,2014,35000,second owner,indore,48.0,20 bhp,33000,223.0,Hero
556,Bajaj Pulsar 180cc,2010,45000,first owner,patna,65.0,15 bhp,25000,180.0,Bajaj
557,Hero CBZ 150cc,2009,28195,second owner,gurgaon,65.0,12.8ps,16000,150.0,Hero
558,Bajaj  Pulsar 180cc,2008,40000,first owner,gurgaon,45.0,17 bhp,20000,180.0,Bajaj
559,Hero Passion Xpro 110cc,2014,46000,second owner,hyderabad,55.0,6.72 KW (9.1 Ps),36000,110.0,Hero
560,Hero Splendor 100cc,2002,24000,second owner,pune,45.0,7.44bhp,20580,100.0,Hero
561,Suzuki Gixxer 150cc,2015,11250,first owner,bangalore,63.0,14 bhp,48400,150.0,Suzuki
562,Hero HF Deluxe Self 100cc,2016,14321,first owner,gurgaon,55.0,6.15kW (8.36 Ps),30000,100.0,Hero
563,Hero Splendor Plus 100cc,2013,24537,first owner,jaipur,81.0,8.20 bhp,32000,100.0,Hero
564,TVS Star City 110cc,2011,29042,first owner,bangalore,85.0,8.2 bhp,28000,110.0,TVS
565,Hero CD Deluxe 100cc,2010,45000,second owner,jatani,65.0,7.70 bhp,24750,100.0,Hero
566,Hero CBZ Xtreme 150cc,2011,60000,first owner,pune,65.0,14.4PS,34650,150.0,Hero
567,Bajaj Avenger 220cc,2016,26000,first owner,surat,40.0,19 bhp,48500,220.0,Bajaj
568,Hero Passion Pro 100cc,2009,34000,first owner,faridabad,5.0,8.2 Bhp,15400,100.0,Hero
569,Honda CB Trigger 150cc,2014,60000,third owner,gurgaon,60.0,14 bhp,30500,150.0,Honda
570,Suzuki Gixxer SF 150cc Rear Disc,2016,10600,first owner,palanpur,40.0,14.60 bhp,46500,150.0,Suzuki
571,Bajaj V15 150cc,2018,17000,first owner,delhi,57.0,11.80 bhp,40000,150.0,Bajaj
572,Hero Super Splendor 125cc,2007,40000,first owner,faridabad,75.0,9 bhp,15800,125.0,Hero
573,Honda CB Trigger 150cc,2014,23993,first owner,gurgaon,60.0,14 bhp,28500,150.0,Honda
574,Bajaj Pulsar 220cc,2016,36922,first owner,ahmedabad,38.0,21 bhp,44400,220.0,Bajaj
575,Bajaj Avenger 220cc,2013,29800,first owner,bangalore,40.0,19 bhp,41000,220.0,Bajaj
576,Hero Splendor Plus 100cc,2014,45829,first owner,hyderabad,81.0,8.20 bhp,41000,100.0,Hero
577,Bajaj Discover 125cc,2018,11000,first owner,delhi,65.0,12.5 ps,38000,125.0,Bajaj
578,Bajaj V15 150cc,2017,6336,first owner,ludhiana,57.0,11.80 bhp,43000,150.0,Bajaj
579,Bajaj CT 100 KS Alloy,2018,6000,first owner,delhi,67.0,8.10 bhp,41000,100.0,Bajaj
580,Hero Super Splendor 125cc,2019,948,first owner,ernakulam,75.0,9 bhp,43778,125.0,Hero
581,Bajaj Avenger 220cc,2015,24000,first owner,jodhpur,40.0,19 bhp,49000,220.0,Bajaj
582,Hero HF Deluxe 100cc,2013,25000,first owner,jaipur,83.0,7.70 bhp,25000,100.0,Hero
583,Bajaj V15 150cc,2017,14000,first owner,delhi,57.0,11.80 bhp,38000,150.0,Bajaj
584,Hero HF Deluxe 100cc,2016,12800,first owner,ludhiana,83.0,7.70 bhp,43500,100.0,Hero
585,Bajaj V15 150cc,2017,12000,first owner,hansi,57.0,11.80 bhp,38000,150.0,Bajaj
586,Bajaj Pulsar 180cc,2014,33540,second owner,bangalore,45.0,17 bhp,35000,180.0,Bajaj
587,Hero Splendor Plus 100cc,2017,20000,first owner,chalthan,81.0,8.20 bhp,44000,100.0,Hero
588,Bajaj Platina 100cc ComforTec Alloy,2018,8000,first owner,delhi,90.0,8.10 bhp,45000,100.0,Bajaj
589,Bajaj Pulsar 220F,2013,49000,first owner,mumbai,38.0,21 bhp,45000,220.0,Bajaj
590,Hero Karizma R 223cc,2007,45000,second owner,bangalore,40.0,17 bhp,36000,223.0,Hero
591,Mahindra Centuro 110cc,2013,2600,first owner,rohtak,60.0,8.5 Bhp,18500,110.0,Mahindra
592,Hero Passion Pro 100cc,2010,40000,first owner,jaipur,5.0,8.2 Bhp,21800,100.0,Hero
593,Hero CBZ 150cc,2011,26000,first owner,aligarh,65.0,12.8ps,15900,150.0,Hero
594,Bajaj V15 150cc,2018,24000,first owner,gurgaon,57.0,11.80 bhp,40200,150.0,Bajaj
595,Bajaj V15 150cc,2018,22500,first owner,burdwan,57.0,11.80 bhp,43000,150.0,Bajaj
596,Bajaj Avenger Street 150,2016,35000,first owner,gurgaon,50.0,14.30 bhp,42000,150.0,Bajaj
597,Bajaj Discover 125T,2013,58000,second owner,bangalore,68.0,12.5 ps,38000,125.0,Bajaj
598,Bajaj Pulsar 220cc,2008,45000,first owner,ganganagar,38.0,21 bhp,30000,220.0,Bajaj
599,Bajaj V15 150cc,2017,32000,first owner,gurgaon,57.0,11.80 bhp,38000,150.0,Bajaj
600,Mahindra Centuro NXT 110cc,2015,26000,first owner,varanasi,60.0,8.5 Bhp,32000,110.0,Mahindra
601,Honda CB Trigger 150cc,2014,38527,first owner,mumbai,60.0,14 bhp,34850,150.0,Honda
602,Bajaj V15 150cc,2017,16000,first owner,gwalior,57.0,11.80 bhp,44000,150.0,Bajaj
603,Hero CBZ Xtreme 150cc,2010,30000,first owner,chandigarh,65.0,14.4PS,32000,150.0,Hero
604,Suzuki Hayate 110cc,2014,24943,first owner,,69.0,8.3 bhp,16560,110.0,Suzuki
605,Bajaj Pulsar 180cc,2007,25000,second owner,kalyan,65.0,15 bhp,18000,180.0,Bajaj
606,Bajaj Pulsar 180cc,2014,64000,second owner,hyderabad,45.0,17 bhp,48000,180.0,Bajaj
607,Honda CD 110 Dream,2014,40000,first owner,delhi,83.0,8.25 bhp,27000,110.0,Honda
608,Bajaj Avenger 220cc,2013,29106,first owner,,40.0,19 bhp,35400,220.0,Bajaj
609,Bajaj Discover 135cc,2010,44000,first owner,delhi,65.0,9.64 kw,17250,135.0,Bajaj
610,Suzuki Gixxer SF 150cc,2015,16000,first owner,delhi,40.0,14.60 bhp,39100,150.0,Suzuki
611,Royal Enfield Thunderbird 350cc,2008,47318,first owner,thane,30.0,19.80 bhp,44000,350.0,Royal Enfield
612,Suzuki Gixxer SF 150cc,2015,37000,first owner,vasai,40.0,14.60 bhp,43300,150.0,Suzuki
613,Honda CB Trigger 150cc,2014,35300,second owner,hosur,60.0,14 bhp,38600,150.0,Honda
614,Bajaj V15 150cc,2016,74500,first owner,,57.0,11.80 bhp,27800,150.0,Bajaj
615,Bajaj Pulsar 220F,2011,50000,first owner,mumbai,38.0,21 bhp,31125,220.0,Bajaj
616,Suzuki Slingshot Plus 125cc,2014,31945,first owner,chennai,59.0,8.50 bhp,32000,125.0,Suzuki
617,Hero Ignitor Disc 125cc,2016,14367,first owner,gurgaon,55.0,11 bhp,28000,125.0,Hero
618,Hero Hunk 150cc,2014,12331,second owner,gurgaon,53.0,14 bhp,26000,150.0,Hero
619,Royal Enfield Bullet Electra 350cc,2004,30000,second owner,delhi,30.0,19.8 Bhp,36900,350.0,Royal Enfield
620,Hero Passion Pro 100cc,2014,19980,first owner,jaipur,5.0,8.2 Bhp,35000,100.0,Hero
621,Hero Xtreme 150cc,2013,25000,first owner,bangalore,50.0,14.20 bhp,30000,150.0,Hero
622,Bajaj Pulsar 220F,2010,46333,third owner,dakshina kannada,38.0,21 bhp,35000,220.0,Bajaj
623,Mahindra Centuro 110cc,2013,10000,first owner,malout,60.0,8.5 Bhp,17800,110.0,Mahindra
624,Bajaj Pulsar 220F,2013,42000,second owner,amila,38.0,21 bhp,27000,220.0,Bajaj
625,Royal Enfield Thunderbird 350cc,2010,60000,first owner,ahmedabad,35.0,19.80 bhp,49000,350.0,Royal Enfield
626,Bajaj Pulsar 180cc,2010,60000,second owner,bangalore,65.0,15 bhp,28000,180.0,Bajaj
627,Hero Hunk 150cc,2009,60000,first owner,noida,53.0,14 bhp,45000,150.0,Hero
628,Bajaj Pulsar 180cc,2009,25000,first owner,meerut,65.0,15 bhp,40000,180.0,Bajaj
629,Hero Splendor iSmart 110cc,2016,9246,first owner,delhi,55.0,9.30 bhp,38400,110.0,Hero
630,Bajaj Avenger Cruise 220,2015,47000,first owner,kurukshetra,35.0,19 bhp,40000,220.0,Bajaj
631,Hero Splendor Plus 100cc,2006,46000,first owner,jaipur,81.0,8.20 bhp,26000,100.0,Hero
632,Bajaj V12 125cc,2017,31220,first owner,gurgaon,57.0,12bhp,32000,125.0,Bajaj
633,Hero Honda Splendor Plus 100cc,2011,80000,first owner,kasganj,52.5,6.15kW (8.36 Ps),20000,100.0,Hero
634,Bajaj Discover 125M,2014,20000,first owner,delhi,65.0,12.5 ps,29900,125.0,Bajaj
635,Bajaj Pulsar 135LS,2016,52000,first owner,mumbai,64.0,13 bhp,45000,135.0,Bajaj
636,Hero HF Deluxe self Alloy 100cc,2017,33596,first owner,delhi,55.0,6.15kW (8.36 Ps),44000,100.0,Hero
637,Bajaj V15 150cc,2016,17300,first owner,hyderabad,57.0,11.80 bhp,43000,150.0,Bajaj
638,Bajaj Avenger Street 150,2016,33500,first owner,mumbai,50.0,14.30 bhp,44700,150.0,Bajaj
639,Hero Karizma R 223cc,2012,41467,first owner,hyderabad,40.0,17 bhp,38500,223.0,Hero
640,Bajaj CT 100 100cc,2006,20263,first owner,aurangabad,89.0,8.10 bhp,25000,100.0,Bajaj
641,Bajaj Pulsar 180cc,2011,38000,first owner,lucknow,65.0,15 bhp,24000,180.0,Bajaj
642,Mahindra Centuro 110cc,2013,50000,first owner,delhi,60.0,8.5 Bhp,31000,110.0,Mahindra
643,Bajaj Discover 125ST,2013,34000,third owner,faridabad,65.0,12.5 ps,17600,125.0,Bajaj
644,Hero Super Splendor 125cc,2014,29400,second owner,faridabad,75.0,9 bhp,19500,125.0,Hero
645,Bajaj V15 150cc,2018,25500,first owner,bahadurgarh,57.0,11.80 bhp,40000,150.0,Bajaj
646,Hero Karizma R 223cc,2014,41000,first owner,kolkata,40.0,17 bhp,30000,223.0,Hero
647,Bajaj Avenger Street 150,2015,35000,first owner,ratlam,50.0,14.30 bhp,47500,150.0,Bajaj
648,Yamaha FZs 150cc,2013,28592,first owner,ahmedabad,45.0,13 bhp,41500,150.0,Yamaha
